signal_id,ehtimollik
SG_007688,0.10164973
SG_007691,0.22062990
SG_007696,0.28778537
SG_007698,0.28595234
SG_007700,0.77120480
SG_007703,0.11631395
SG_007704,0.26678887
SG_007706,0.87852025
SG_007711,0.37910348
SG_007712,0.64722546
SG_007714,0.25129145
SG_007717,0.31494751
SG_007719,0.47208799
SG_007720,0.37893684
SG_007721,0.35327445
SG_007728,0.67555407
SG_007737,0.92484586
SG_007741,0.39110148
SG_007742,0.17163806
SG_007744,0.50658224
SG_007746,0.88035327
SG_007748,0.29011831
SG_007750,0.03066156
SG_007751,0.08031995
SG_007752,0.01716381
SG_007758,0.95234128
SG_007760,0.13197800
SG_007762,0.68438594
SG_007770,0.26045659
SG_007772,0.44975837
SG_007776,0.09981670
SG_007780,0.74654224
SG_007781,0.22429595
SG_007782,0.70088319
SG_007787,0.69538410
SG_007800,0.78436927
SG_007801,0.83336111
SG_007804,0.06082320
SG_007805,0.92701216
SG_007807,0.61806366
SG_007808,0.96383936
SG_007813,0.55740710
SG_007815,0.48691885
SG_007817,0.53724379
SG_007818,0.81269788
SG_007820,0.58323613
SG_007822,0.28295284
SG_007823,0.28711881
SG_007824,0.20379937
SG_007834,0.41143143
SG_007836,0.34427595
SG_007839,0.69321780
SG_007842,0.00949842
SG_007844,0.26428929
SG_007846,0.29511748
SG_007849,0.12781203
SG_007858,0.70688219
SG_007864,0.85985669
SG_007866,0.44492585
SG_007875,0.62739543
SG_007876,0.52541243
SG_007880,0.43726046
SG_007884,0.85819030
SG_007889,0.79953341
SG_007892,0.26128979
SG_007897,0.46342276
SG_007898,0.41576404
SG_007899,0.14580903
SG_007901,0.82619563
SG_007908,0.88951841
SG_007910,0.27528745
SG_007922,0.58656891
SG_007923,0.22779537
SG_007926,0.97933678
SG_007931,0.70121646
SG_007933,0.75054158
SG_007939,0.81053158
SG_007940,0.37260457
SG_007946,0.32377937
SG_007947,0.55690718
SG_007948,0.39876687
SG_007954,0.11448092
SG_007957,0.20613231
SG_007960,0.96417264
SG_007964,0.30311615
SG_007965,0.30844859
SG_007980,0.85519080
SG_007985,0.58273621
SG_007992,0.15230795
SG_007996,0.63822696
SG_007998,0.23679387
SG_007999,0.45525746
SG_008014,0.16013998
SG_008015,0.31011498
SG_008020,0.31994668
SG_008026,0.36593901
SG_008033,0.22546242
SG_008043,0.34060990
SG_008050,0.39510082
SG_008055,0.62689552
SG_008056,0.81469755
SG_008058,0.55290785
SG_008067,0.31061490
SG_008074,0.70904849
SG_008076,0.67955341
SG_008081,0.75487419
SG_008091,0.04532578
SG_008099,0.42509582
SG_008100,0.44275954
SG_008101,0.13331111
SG_008104,0.95600733
SG_008115,0.66088985
SG_008117,0.12981170
SG_008118,0.41026496
SG_008127,0.32677887
SG_008131,0.50458257
SG_008133,0.78320280
SG_008137,0.68271955
SG_008140,0.69688385
SG_008141,0.73287785
SG_008145,0.42909515
SG_008152,0.27278787
SG_008156,0.91884686
SG_008160,0.46708882
SG_008164,0.82436261
SG_008167,0.57807032
SG_008175,0.29028495
SG_008176,0.60739877
SG_008183,0.78370272
SG_008188,0.55674054
SG_008191,0.14964173
SG_008192,0.54057657
SG_008193,0.11231461
SG_008195,0.87168805
SG_008202,0.86935511
SG_008213,0.63006166
SG_008217,0.93917680
SG_008224,0.46008999
SG_008228,0.45692385
SG_008229,0.34010998
SG_008237,0.16047325
SG_008242,0.02116314
SG_008246,0.51908015
SG_008248,0.10914848
SG_008249,0.64439260
SG_008253,0.41076487
SG_008257,0.57357107
SG_008261,0.78353608
SG_008264,0.54640893
SG_008265,0.51941343
SG_008281,0.51958007
SG_008283,0.32027995
SG_008287,0.10881520
SG_008291,0.96833861
SG_008293,0.82369605
SG_008294,0.30594901
SG_008296,0.24812531
SG_008298,0.53341110
SG_008309,0.81086486
SG_008310,0.49991668
SG_008312,0.42959507
SG_008316,0.69421763
SG_008317,0.02566239
SG_008318,0.15214131
SG_008327,0.37093818
SG_008330,0.79620063
SG_008333,0.02432928
SG_008336,0.46858857
SG_008345,0.31228129
SG_008347,0.16113981
SG_008355,0.80319947
SG_008358,0.68788535
SG_008359,0.97717047
SG_008360,0.46125646
SG_008361,0.13964339
SG_008362,0.84169305
SG_008365,0.20796534
SG_008366,0.81653058
SG_008375,0.30394934
SG_008376,0.48141976
SG_008382,0.03416097
SG_008383,0.47142143
SG_008388,0.74937510
SG_008389,0.75520747
SG_008392,0.55424096
SG_008396,0.27678720
SG_008402,0.41393101
SG_008410,0.05632395
SG_008413,0.88918514
SG_008417,0.76053991
SG_008420,0.94067655
SG_008422,0.69655057
SG_008435,0.75554074
SG_008440,0.16447259
SG_008441,0.82319613
SG_008442,0.33444426
SG_008443,0.12297950
SG_008444,0.70354941
SG_008449,0.61239793
SG_008452,0.90668222
SG_008457,0.69371771
SG_008459,0.73604399
SG_008462,0.20713214
SG_008467,0.49175137
SG_008468,0.41043159
SG_008478,0.03266122
SG_008482,0.97750375
SG_008484,0.88568572
SG_008485,0.95400767
SG_008494,0.33494418
SG_008497,0.45292451
SG_008498,0.66155641
SG_008500,0.80769872
SG_008501,0.86118980
SG_008504,0.24712548
SG_008506,0.99250125
SG_008512,0.95817364
SG_008514,0.97550408
SG_008517,0.75020830
SG_008522,0.91351441
SG_008527,0.20996501
SG_008529,0.67755374
SG_008531,0.04415931
SG_008534,0.92051325
SG_008535,0.37960340
SG_008536,0.28561906
SG_008538,0.76653891
SG_008541,0.19696717
SG_008542,0.36610565
SG_008545,0.93784369
SG_008547,0.38610232
SG_008549,0.49291785
SG_008550,0.16030662
SG_008551,0.45775704
SG_008553,0.38710215
SG_008555,0.13981003
SG_008557,0.64555907
SG_008561,0.08398600
SG_008564,0.37493751
SG_008565,0.97300450
SG_008568,0.29911681
SG_008569,0.33461090
SG_008570,0.86602233
SG_008572,0.65555741
SG_008574,0.86068989
SG_008575,0.81569738
SG_008576,0.06798867
SG_008577,0.84035994
SG_008580,0.35744043
SG_008586,0.50008332
SG_008594,0.78286952
SG_008598,0.12381270
SG_008600,0.70321613
SG_008614,0.44959173
SG_008615,0.96767205
SG_008617,0.31611398
SG_008624,0.64522580
SG_008630,0.85169138
SG_008635,0.09748375
SG_008636,0.07532078
SG_008639,0.76470588
SG_008645,0.17430428
SG_008646,0.53674388
SG_008650,0.86368939
SG_008653,0.75704049
SG_008669,0.68505249
SG_008671,0.75737377
SG_008689,0.82186302
SG_008691,0.58640227
SG_008693,0.97533744
SG_008708,0.67788702
SG_008714,0.65472421
SG_008726,0.16963839
SG_008727,0.95300783
SG_008729,0.17330445
SG_008734,0.86968839
SG_008735,0.57523746
SG_008737,0.84585902
SG_008739,0.10948175
SG_008745,0.95067489
SG_008749,0.12197967
SG_008755,0.10981503
SG_008759,0.27812031
SG_008766,0.55124146
SG_008769,0.42209632
SG_008770,0.15930678
SG_008771,0.05765706
SG_008773,0.88318614
SG_008774,0.74754208
SG_008776,0.14080987
SG_008777,0.52574571
SG_008780,0.80503249
SG_008782,0.48341943
SG_008784,0.29445092
SG_008785,0.35944009
SG_008787,0.20779870
SG_008789,0.76870522
SG_008793,0.30128312
SG_008798,0.63789368
SG_008810,0.65772371
SG_008816,0.97100483
SG_008823,0.72104649
SG_008824,0.59373438
SG_008825,0.77403766
SG_008828,0.81669722
SG_008836,0.23146142
SG_008839,0.46892185
SG_008840,0.07315447
SG_008841,0.10431595
SG_008843,0.57090485
SG_008844,0.66705549
SG_008845,0.59490085
SG_008849,0.64539243
SG_008850,0.46775537
SG_008853,0.60439927
SG_008855,0.32211298
SG_008859,0.57457090
SG_008862,0.35410765
SG_008864,0.15197467
SG_008865,0.02582903
SG_008866,0.05382436
SG_008867,0.92384603
SG_008869,0.86902183
SG_008876,0.77853691
SG_008881,0.53457757
SG_008883,0.34477587
SG_008888,0.10248292
SG_008889,0.95484086
SG_008895,0.83602733
SG_008897,0.50708215
SG_008901,0.14330945
SG_008905,0.01866356
SG_008907,0.13031161
SG_008908,0.08265289
SG_008910,0.22579570
SG_008913,0.77370438
SG_008914,0.23029495
SG_008917,0.43176137
SG_008919,0.12281286
SG_008920,0.98766872
SG_008925,0.71454758
SG_008926,0.28395267
SG_008927,0.25012498
SG_008930,0.36943843
SG_008932,0.21979670
SG_008934,0.96267289
SG_008937,0.00816531
SG_008940,0.56823863
SG_008943,0.26412265
SG_008947,0.07465422
SG_008955,0.63122813
SG_008960,0.72837860
SG_008962,0.02599567
SG_008964,0.32544576
SG_008965,0.08448592
SG_008966,0.23429428
SG_008971,0.44142643
SG_008972,0.05599067
SG_008976,0.82802866
SG_008978,0.03749375
SG_008983,0.24195967
SG_008989,0.94617564
SG_008990,0.31461423
SG_008994,0.64389268
SG_008996,0.63706049
SG_008998,0.32944509
SG_008999,0.02766206
SG_009001,0.89868355
SG_009005,0.40676554
SG_009006,0.17880353
SG_009011,0.31278120
SG_009017,0.27295451
SG_009018,0.48008665
SG_009032,0.11331445
SG_009034,0.25045826
SG_009043,0.80386602
SG_009047,0.12714548
SG_009048,0.19213464
SG_009053,0.11981336
SG_009055,0.61139810
SG_009058,0.21263123
SG_009063,0.82902850
SG_009064,0.88301950
SG_009065,0.84319280
SG_009069,0.52707882
SG_009070,0.45442426
SG_009072,0.46642226
SG_009075,0.40009998
SG_009079,0.34177637
SG_009080,0.83852691
SG_009081,0.15580737
SG_009083,0.17563739
SG_009085,0.24545909
SG_009091,0.51074821
SG_009093,0.15697384
SG_009100,0.01016497
SG_009109,0.57540410
SG_009115,0.70204966
SG_009119,0.41059823
SG_009120,0.83186136
SG_009123,0.59806699
SG_009124,0.28428595
SG_009127,0.29378437
SG_009128,0.11498084
SG_009135,0.77237127
SG_009136,0.68538577
SG_009139,0.30794868
SG_009146,0.99633394
SG_009147,0.71504749
SG_009149,0.02866189
SG_009150,0.91984669
SG_009152,0.95034161
SG_009153,0.25629062
SG_009159,0.76420597
SG_009168,0.71604733
SG_009169,0.93084486
SG_009170,0.41726379
SG_009172,0.23046159
SG_009176,0.19730045
SG_009179,0.48525246
SG_009183,0.53707715
SG_009193,0.66872188
SG_009196,0.83652725
SG_009199,0.70304949
SG_009202,0.65339110
SG_009203,0.18313614
SG_009204,0.15497417
SG_009206,0.14897517
SG_009207,0.78820197
SG_009209,0.47308782
SG_009210,0.64589235
SG_009214,0.62822863
SG_009220,0.29278454
SG_009223,0.11898017
SG_009224,0.42476254
SG_009225,0.43192801
SG_009226,0.93634394
SG_009229,0.32844526
SG_009230,0.90134978
SG_009236,0.60989835
SG_009242,0.17963673
SG_009246,0.64672555
SG_009250,0.51608065
SG_009253,0.93734378
SG_009266,0.98550242
SG_009268,0.58073654
SG_009272,0.85319113
SG_009273,0.01499750
SG_009274,0.63439427
SG_009277,0.98216964
SG_009278,0.40893184
SG_009279,0.13364439
SG_009280,0.37077154
SG_009281,0.29745042
SG_009289,0.84502583
SG_009290,0.95350775
SG_009299,0.10698217
SG_009300,0.43609398
SG_009305,0.09015164
SG_009307,0.71188135
SG_009319,0.12064656
SG_009328,0.01566406
SG_009333,0.30294951
SG_009335,0.14997500
SG_009341,0.36910515
SG_009347,0.50358274
SG_009354,0.63222796
SG_009355,0.97400433
SG_009357,0.43759373
SG_009362,0.61573071
SG_009363,0.88468589
SG_009365,0.26112315
SG_009366,0.96467255
SG_009367,0.60773204
SG_009370,0.46442260
SG_009386,0.63872688
SG_009392,0.11414764
SG_009398,0.18480253
SG_009400,0.20946509
SG_009402,0.44925846
SG_009403,0.54307615
SG_009404,0.19830028
SG_009406,0.68421930
SG_009407,0.67305449
SG_009408,0.04632561
SG_009409,0.02199633
SG_009410,0.99833361
SG_009411,0.42342943
SG_009412,0.33877687
SG_009413,0.38926846
SG_009415,0.48058657
SG_009417,0.79770038
SG_009419,0.19996667
SG_009425,0.75370772
SG_009426,0.59356774
SG_009427,0.20046659
SG_009429,0.01183136
SG_009434,0.60756541
SG_009438,0.18763539
SG_009441,0.29928345
SG_009442,0.08115314
SG_009444,0.83586069
SG_009445,0.90784869
SG_009446,0.26728879
SG_009447,0.62106316
SG_009449,0.40876521
SG_009455,0.59340110
SG_009458,0.58790202
SG_009461,0.89301783
SG_009462,0.98283619
SG_009466,0.36527245
SG_009473,0.18113648
SG_009478,0.59740043
SG_009479,0.45575737
SG_009481,0.62439593
SG_009485,0.30578237
SG_009490,0.64039327
SG_009496,0.28311948
SG_009500,0.15947342
SG_009502,0.93117814
SG_009504,0.84069322
SG_009505,0.29861690
SG_009516,0.20663223
SG_009518,0.68588569
SG_009519,0.64739210
SG_009528,0.20229962
SG_009529,0.47892018
SG_009530,0.07798700
SG_009533,0.89168472
SG_009537,0.03982670
SG_009539,0.08381936
SG_009540,0.18046992
SG_009541,0.64139310
SG_009544,0.22729545
SG_009556,0.72004666
SG_009558,0.59790035
SG_009566,0.25279120
SG_009567,0.52507915
SG_009569,0.08531911
SG_009573,0.50441593
SG_009577,0.09315114
SG_009581,0.15280787
SG_009582,0.43476087
SG_009584,0.30428262
SG_009585,0.61673054
SG_009589,0.52941176
SG_009592,0.09231795
SG_009593,0.64305949
SG_009602,0.37343776
SG_009614,0.52691218
SG_009616,0.94900850
SG_009618,0.97817030
SG_009619,0.33644393
SG_009620,0.55940677
SG_009622,0.23346109
SG_009630,0.72421263
SG_009632,0.24562573
SG_009639,0.08881853
SG_009649,0.75770705
SG_009651,0.48458590
SG_009661,0.30644893
SG_009670,0.07565406
SG_009671,0.88535244
SG_009679,0.76187302
SG_009681,0.10581570
SG_009683,0.62272955
SG_009687,0.87435427
SG_009690,0.39143476
SG_009691,0.73171138
SG_009694,0.55390768
SG_009696,0.94884186
SG_009701,0.79986669
SG_009702,0.12081320
SG_009707,0.36327279
SG_009716,0.19480087
SG_009718,0.49275121
SG_009727,0.57823696
SG_009736,0.68638560
SG_009741,0.34894184
SG_009744,0.85202466
SG_009746,0.53074488
SG_009747,0.74270955
SG_009751,0.23312781
SG_009754,0.68755207
SG_009757,0.12931178
SG_009759,0.76287285
SG_009760,0.74587569
SG_009762,0.04132645
SG_009763,0.44709215
SG_009766,0.54790868
SG_009776,0.66272288
SG_009778,0.88685219
SG_009780,0.96667222
SG_009782,0.98800200
SG_009783,0.00499917
SG_009785,0.32927845
SG_009786,0.90984836
SG_009791,0.48625229
SG_009794,0.03899350
SG_009795,0.60023329
SG_009799,0.62906182
SG_009800,0.91384769
SG_009814,0.81119813
SG_009819,0.15664056
SG_009824,0.10414931
SG_009825,0.88018664
SG_009829,0.98533578
SG_009834,0.65089152
SG_009837,0.82202966
SG_009838,0.28911848
SG_009843,0.48741876
SG_009845,0.44409265
SG_009851,0.66855524
SG_009855,0.93717714
SG_009856,0.66438927
SG_009862,0.43826029
SG_009865,0.09831695
SG_009867,0.23746042
SG_009868,0.57890352
SG_009869,0.28128645
SG_009870,0.57973671
SG_009875,0.13914348
SG_009876,0.37177137
SG_009877,0.65872355
SG_009878,0.93801033
SG_009880,0.58856857
SG_009881,0.40209965
SG_009895,0.99000167
SG_009905,0.39560073
SG_009909,0.18680220
SG_009914,0.64239293
SG_009916,0.44425929
SG_009921,0.21013164
SG_009923,0.82452925
SG_009926,0.67538744
SG_009929,0.72954508
SG_009932,0.50541576
SG_009933,0.48408599
SG_009935,0.03482753
SG_009936,0.60289952
SG_009937,0.27345442
SG_009941,0.56423929
SG_009942,0.61273121
SG_009953,0.95167472
SG_009956,0.20029995
SG_009959,0.25512415
SG_009964,0.44092651
SG_009972,0.87452091
SG_009977,0.53774371
SG_009979,0.91518080
SG_009982,0.15597400
SG_009985,0.78053658
SG_009987,0.01533078
SG_009989,0.64939177
SG_009993,0.11648059
SG_009997,0.79503416
SG_009999,0.29195134
SG_010002,0.94584236
SG_010007,0.81286452
SG_010008,0.22812865
SG_010009,0.10181636
SG_010010,0.74037660
SG_010011,0.50741543
SG_010012,0.12481253
SG_010014,0.13747709
SG_010015,0.45809032
SG_010019,0.19563406
SG_010020,0.39460090
SG_010021,0.10131645
SG_010024,0.29811698
SG_010025,0.48041993
SG_010034,0.43876021
SG_010037,0.08248625
SG_010038,0.21363106
SG_010042,0.79386769
SG_010045,0.31811365
SG_010047,0.22362940
SG_010048,0.79253458
SG_010050,0.72337944
SG_010052,0.40043326
SG_010058,0.30528245
SG_010061,0.83536077
SG_010068,0.81336444
SG_010069,0.28945176
SG_010074,0.46325612
SG_010078,0.21529745
SG_010081,0.05282453
SG_010084,0.11748042
SG_010085,0.44242626
SG_010086,0.88885186
SG_010088,0.50958174
SG_010091,0.12797867
SG_010092,0.94834194
SG_010099,0.68921846
SG_010101,0.26612231
SG_010103,0.30344943
SG_010104,0.80719880
SG_010106,0.93284453
SG_010109,0.13081153
SG_010115,0.07715381
SG_010116,0.73987669
SG_010117,0.77570405
SG_010123,0.98983503
SG_010130,0.06915514
SG_010132,0.12831195
SG_010134,0.83752708
SG_010142,0.98900183
SG_010144,0.16730545
SG_010146,0.55224129
SG_010151,0.06632228
SG_010153,0.96133978
SG_010155,0.92401266
SG_010157,0.84402600
SG_010165,0.06015664
SG_010166,0.41276454
SG_010169,0.19430095
SG_010170,0.63506082
SG_010172,0.40659890
SG_010173,0.62756207
SG_010174,0.61306449
SG_010175,0.50808199
SG_010176,0.53857690
SG_010182,0.14180970
SG_010183,0.51091485
SG_010184,0.52457924
SG_010187,0.27795367
SG_010195,0.17680387
SG_010198,0.56907182
SG_010199,0.30861523
SG_010200,0.04332611
SG_010204,0.80453258
SG_010206,0.58090318
SG_010208,0.87602066
SG_010209,0.39626729
SG_010210,0.84752541
SG_010213,0.39376771
SG_010217,0.59390102
SG_010226,0.92817864
SG_010227,0.13047825
SG_010234,0.13497750
SG_010235,0.32561240
SG_010238,0.87618730
SG_010241,0.35594068
SG_010242,0.06182303
SG_010243,0.14280953
SG_010246,0.66522246
SG_010252,0.96000667
SG_010253,0.99166806
SG_010256,0.56940510
SG_010257,0.38593568
SG_010258,0.00649892
SG_010259,0.97583736
SG_010261,0.60856524
SG_010263,0.16663889
SG_010265,0.01549742
SG_010267,0.06132311
SG_010271,0.52824529
SG_010273,0.49758374
SG_010274,0.56423929
SG_010277,0.34777537
SG_010284,0.05732378
SG_010286,0.19913348
SG_010287,0.99450092
SG_010288,0.08615231
SG_010293,0.37010498
SG_010294,0.67222130
SG_010298,0.53191135
SG_010306,0.69338444
SG_010313,0.28745209
SG_010315,0.89735044
SG_010316,0.72771205
SG_010319,0.14247625
SG_010320,0.87535411
SG_010322,0.40093318
SG_010323,0.91801366
SG_010326,0.06982170
SG_010328,0.64372605
SG_010329,0.94450925
SG_010330,0.80403266
SG_010332,0.01833028
SG_010336,0.88451925
SG_010344,0.70838194
SG_010347,0.80803199
SG_010350,0.40576571
SG_010352,0.99683386
SG_010354,0.61289785
SG_010358,0.45342443
SG_010371,0.32177970
SG_010373,0.59523413
SG_010379,0.14164306
SG_010386,0.62706216
SG_010393,0.26895517
SG_010394,0.61439760
SG_010399,0.99183469
SG_010401,0.38426929
SG_010404,0.08098650
SG_010406,0.51974671
SG_010407,0.26662223
SG_010409,0.98916847
SG_010412,0.76320613
SG_010418,0.10964839
SG_010420,0.03799367
SG_010424,0.93151141
SG_010425,0.51058157
SG_010428,0.97183803
SG_010430,0.89751708
SG_010431,0.81186469
SG_010435,0.34960840
SG_010442,0.99766706
SG_010455,0.74904183
SG_010459,0.48391935
SG_010460,0.81519747
SG_010461,0.58056991
SG_010462,0.45075821
SG_010465,0.10664889
SG_010467,0.36227295
SG_010469,0.81803033
SG_010470,0.63022830
SG_010472,0.06448925
SG_010475,0.63322780
SG_010477,0.96583903
SG_010481,0.72654558
SG_010482,0.20196634
SG_010483,0.49525079
SG_010485,0.65955674
SG_010486,0.08498584
SG_010487,0.66472255
SG_010490,0.41409765
SG_010492,0.36143976
SG_010493,0.42792868
SG_010495,0.20063323
SG_010498,0.41643059
SG_010499,0.09081820
SG_010501,0.84202633
SG_010503,0.05365772
SG_010505,0.10564906
SG_010506,0.32861190
SG_010507,0.05315781
SG_010509,0.59173471
SG_010510,0.50208299
SG_010515,0.90084986
SG_010517,0.79753374
SG_010518,0.91718047
SG_010531,0.46825529
SG_010546,0.87585402
SG_010547,0.29578404
SG_010550,0.74570905
SG_010552,0.19630062
SG_010553,0.54124313
SG_010555,0.68555241
SG_010561,0.33844359
SG_010562,0.50691551
SG_010563,0.93651058
SG_010569,0.30944843
SG_010571,0.46792201
SG_010577,0.15247459
SG_010578,0.35644059
SG_010579,0.70621563
SG_010582,0.55357440
SG_010585,0.95050825
SG_010586,0.96200633
SG_010588,0.26478920
SG_010589,0.12447925
SG_010590,0.85352441
SG_010592,0.92317947
SG_010594,0.40793201
SG_010598,0.85835694
SG_010600,0.35360773
SG_010607,0.28795201
SG_010611,0.89585069
SG_010615,0.77970338
SG_010616,0.58906849
SG_010619,0.35160807
SG_010627,0.28195301
SG_010634,0.02299617
SG_010635,0.12747875
SG_010636,0.19096817
SG_010649,0.87502083
SG_010651,0.20246626
SG_010653,0.37210465
SG_010655,0.16063989
SG_010659,0.19930012
SG_010662,0.95267455
SG_010664,0.92934511
SG_010666,0.14347609
SG_010668,0.34410932
SG_010670,0.61073154
SG_010673,0.99950008
SG_010674,0.43326112
SG_010679,0.74337610
SG_010684,0.60256624
SG_010685,0.17513748
SG_010690,0.01166472
SG_010696,0.48425262
SG_010700,0.68188635
SG_010707,0.48641893
SG_010708,0.38276954
SG_010713,0.14297617
SG_010717,0.18780203
SG_010718,0.39193468
SG_010721,0.65172471
SG_010722,0.17447092
SG_010726,0.99716714
SG_010729,0.24162640
SG_010733,0.45475754
SG_010734,0.63972671
SG_010737,0.25595734
SG_010739,0.27962006
SG_010745,0.71754708
SG_010752,0.22379603
SG_010753,0.86085652
SG_010757,0.21813031
SG_010760,0.69455091
SG_010763,0.29045159
SG_010769,0.66338944
SG_010772,0.87835361
SG_010773,0.30911515
SG_010774,0.69355107
SG_010781,0.28845192
SG_010784,0.10614898
SG_010789,0.12564573
SG_010791,0.73971005
SG_010795,0.93384436
SG_010796,0.41809698
SG_010798,0.42526246
SG_010801,0.53174471
SG_010803,0.92301283
SG_010808,0.46225629
SG_010809,0.26828862
SG_010810,0.79320113
SG_010814,0.96517247
SG_010816,0.11664723
SG_010818,0.02666222
SG_010824,0.87685386
SG_010828,0.98000333
SG_010830,0.95834028
SG_010831,0.21946342
SG_010837,0.92534578
SG_010843,0.34710882
SG_010844,0.98450258
SG_010845,0.08848525
SG_010846,0.19580070
SG_010847,0.76337277
SG_010853,0.24862523
SG_010857,0.02532911
SG_010860,0.33011165
SG_010863,0.08631895
SG_010865,0.42442926
SG_010870,0.90951508
SG_010871,0.57273788
SG_010872,0.41326446
SG_010876,0.99733378
SG_010881,0.21779703
SG_010882,0.36710548
SG_010884,0.92251291
SG_010887,0.17063823
SG_010888,0.71688052
SG_010889,0.79853358
SG_010894,0.73504416
SG_010896,0.47908682
SG_010898,0.39060157
SG_010902,0.45509082
SG_010904,0.74970838
SG_010907,0.72737877
SG_010911,0.12631228
SG_010922,0.89718380
SG_010930,0.01049825
SG_010946,0.91334778
SG_010951,0.05515747
SG_010956,0.76003999
SG_010960,0.97850358
SG_010961,0.67888685
SG_010962,0.64655891
SG_010969,0.54749208
SG_010971,0.18580237
SG_010973,0.99050158
SG_010974,0.05065822
SG_010977,0.27512081
SG_010982,0.01599733
SG_010985,0.20346609
SG_010986,0.58140310
SG_010987,0.73021163
SG_010993,0.14980837
SG_010995,0.04399267
SG_010998,0.99650058
SG_011003,0.37777037
SG_011010,0.20829862
SG_011012,0.49891685
SG_011016,0.20313281
SG_011017,0.36860523
SG_011025,0.36077320
SG_011031,0.69088485
SG_011050,0.06515581
SG_011052,0.58223629
SG_011053,0.75687385
SG_011055,0.48091985
SG_011057,0.80119980
SG_011060,0.14814198
SG_011073,0.60656557
SG_011075,0.81203133
SG_011077,0.28111981
SG_011088,0.25612398
SG_011089,0.33777704
SG_011097,0.24645892
SG_011107,0.52957840
SG_011110,0.46742210
SG_011117,0.37227129
SG_011120,0.80836527
SG_011132,0.85902350
SG_011133,0.04932511
SG_011139,0.97467089
SG_011143,0.79303449
SG_011144,0.23129478
SG_011147,0.56773871
SG_011148,0.38793534
SG_011151,0.00783203
SG_011152,0.85185802
SG_011154,0.36093984
SG_011158,0.51758040
SG_011159,0.94084319
SG_011160,0.92801200
SG_011161,0.55990668
SG_011162,0.28761873
SG_011164,0.09048492
SG_011169,0.29661723
SG_011170,0.12581236
SG_011175,0.26762206
SG_011176,0.88601900
SG_011177,0.54624229
SG_011182,0.55907349
SG_011184,0.60839860
SG_011186,0.45642393
SG_011190,0.05865689
SG_011192,0.88085319
SG_011199,0.19546742
SG_011200,0.13897684
SG_011201,0.23012831
SG_011203,0.16330612
SG_011208,0.97233794
SG_011212,0.22846192
SG_011214,0.62839527
SG_011221,0.98633561
SG_011222,0.80003333
SG_011224,0.26495584
SG_011226,0.65655724
SG_011235,0.55374104
SG_011239,0.28695217
SG_011250,0.16263956
SG_011257,0.81436427
SG_011259,0.46692218
SG_011261,0.58773538
SG_011262,0.94917514
SG_011266,0.88935177
SG_011274,0.07765372
SG_011275,0.23279453
SG_011279,0.14364273
SG_011280,0.33577737
SG_011285,0.03616064
SG_011291,0.36060657
SG_011294,0.49341776
SG_011298,0.62289618
SG_011303,0.45492418
SG_011304,0.07382103
SG_011306,0.20546576
SG_011307,0.29878354
SG_011308,0.84535911
SG_011309,0.50841526
SG_011310,0.37927012
SG_011312,0.92334611
SG_011313,0.97483753
SG_011327,0.13347775
SG_011333,0.69388435
SG_011335,0.59440093
SG_011337,0.57640393
SG_011340,0.09248459
SG_011343,0.17947009
SG_011345,0.07598734
SG_011347,0.33144476
SG_011350,0.24445926
SG_011357,0.80236627
SG_011360,0.73237794
SG_011361,0.78020330
SG_011367,0.22946176
SG_011371,0.33544409
SG_011376,0.17080487
SG_011377,0.90968172
SG_011380,0.13697717
SG_011381,0.42542910
SG_011383,0.40776537
SG_011398,0.82119647
SG_011401,0.62506249
SG_011413,0.41976337
SG_011416,0.16430595
SG_011420,0.62789535
SG_011429,0.66555574
SG_011432,0.23246126
SG_011437,0.53091151
SG_011443,0.44292618
SG_011447,0.97700383
SG_011450,0.42942843
SG_011457,0.53841026
SG_011458,0.48925179
SG_011460,0.18380270
SG_011464,0.29395101
SG_011468,0.24612565
SG_011469,0.67988669
SG_011473,0.87702050
SG_011475,0.91468089
SG_011479,0.92984503
SG_011482,0.96567239
SG_011483,0.92734544
SG_011492,0.59556741
SG_011493,0.64605899
SG_011497,0.29728379
SG_011503,0.37477087
SG_011504,0.64455924
SG_011505,0.48975171
SG_011512,0.62772871
SG_011519,0.37443759
SG_011526,0.66505582
SG_011527,0.42259623
SG_011528,0.37527079
SG_011532,0.30011665
SG_011541,0.31478087
SG_011544,0.26945509
SG_011547,0.80136644
SG_011548,0.95700717
SG_011552,0.48825196
SG_011566,0.47108815
SG_011567,0.89401766
SG_011569,0.64689218
SG_011575,0.30511581
SG_011576,0.97833694
SG_011577,0.19296784
SG_011581,0.50791535
SG_011584,0.78986836
SG_011586,0.89001833
SG_011593,0.55974004
SG_011597,0.32577904
SG_011598,0.92417930
SG_011602,0.41293118
SG_011605,0.86835527
SG_011607,0.11148142
SG_011612,0.95950675
SG_011616,0.44042660
SG_011617,0.34860857
SG_011620,0.85919013
SG_011622,0.57257124
SG_011625,0.25679053
SG_011626,0.38810198
SG_011627,0.88135311
SG_011632,0.92751208
SG_011633,0.84619230
SG_011635,0.95917347
SG_011638,0.66172305
SG_011640,0.67405432
SG_011645,0.34844193
SG_011649,0.78220297
SG_011656,0.45192468
SG_011662,0.18213631
SG_011663,0.66422263
SG_011666,0.41476421
SG_011672,0.07148809
SG_011673,0.51258124
SG_011676,0.97600400
